ID_Trans,ID1,ID2,ID3,ID_cross,ID_OTU,Cultivar,Habitat,Timepiont,Treatment1,plot
SRR8742990_quant,SRR8742990,SRX5535062,A0914167L06,BTX642_Leaf_TP15_Pre_flowering_drought_6,TP15L6,BTX642,Leaf,TP15,Pre_flowering_drought,6
SRR8742991_quant,SRR8742991,SRX5535063,A0914167L14,BTX642_Leaf_TP15_Pre_flowering_drought_14,TP15L14,BTX642,Leaf,TP15,Pre_flowering_drought,14
SRR8742992_quant,SRR8742992,SRX5535064,A0914167L17,BTX642_Leaf_TP15_Pre_flowering_drought_17,TP15L17,BTX642,Leaf,TP15,Pre_flowering_drought,17
SRR8743011_quant,SRR8743011,SRX5535083,A0914167L04,BTX642_Leaf_TP15_Post_flowering_drought_4,TP15L4,BTX642,Leaf,TP15,Post_flowering_drought,4
SRR8743012_quant,SRR8743012,SRX5535084,A0914167L15,BTX642_Leaf_TP15_Post_flowering_drought_15,TP15L15,BTX642,Leaf,TP15,Post_flowering_drought,15
SRR8743013_quant,SRR8743013,SRX5535085,A0914167L21,BTX642_Leaf_TP15_Post_flowering_drought_21,TP15L21,BTX642,Leaf,TP15,Post_flowering_drought,21
SRR8743052_quant,SRR8743052,SRX5535124,A0914167L19,BTX642_Leaf_TP15_Control_19,TP15L19,BTX642,Leaf,TP15,Control,19
SRR8743053_quant,SRR8743053,SRX5535125,A0914167L02,BTX642_Leaf_TP15_Control_2,TP15L2,BTX642,Leaf,TP15,Control,2
SRR8743054_quant,SRR8743054,SRX5535126,A0914167L11,BTX642_Leaf_TP15_Control_11,TP15L11,BTX642,Leaf,TP15,Control,11
SRR8743090_unmaped__quant,SRR8743090,SRX5535162,A0914167R05,RTX430_Root_TP15_Pre_flowering_drought_5,TP15R5,RTX430,Root,TP15,Pre_flowering_drought,5
SRR8743091_unmaped__quant,SRR8743091,SRX5535163,A0914167R13,RTX430_Root_TP15_Pre_flowering_drought_13,TP15R13,RTX430,Root,TP15,Pre_flowering_drought,13
SRR8743110_unmaped__quant,SRR8743110,SRX5535182,A0914167R03,RTX430_Root_TP15_Post_flowering_drought_3,TP15R3,RTX430,Root,TP15,Post_flowering_drought,3
SRR8743111_unmaped__quant,SRR8743111,SRX5535183,A0914167R16,RTX430_Root_TP15_Post_flowering_drought_16,TP15R16,RTX430,Root,TP15,Post_flowering_drought,16
SRR8743112_unmaped__quant,SRR8743112,SRX5535184,A0914167R22,RTX430_Root_TP15_Post_flowering_drought_22,TP15R22,RTX430,Root,TP15,Post_flowering_drought,22
SRR8743151_unmaped__quant,SRR8743151,SRX5535223,A0914167R12,RTX430_Root_TP15_Control_12,TP15R12,RTX430,Root,TP15,Control,12
SRR8743152_unmaped__quant,SRR8743152,SRX5535224,A0914167R20,RTX430_Root_TP15_Control_20,TP15R20,RTX430,Root,TP15,Control,20
SRR8743153_unmaped__quant,SRR8743153,SRX5535225,A0914167R01,RTX430_Root_TP15_Control_1,TP15R1,RTX430,Root,TP15,Control,1
SRR8743189_unmaped__quant,SRR8743189,SRX5535261,A0914167R14,BTX642_Root_TP15_Pre_flowering_drought_14,TP15R14,BTX642,Root,TP15,Pre_flowering_drought,14
SRR8743190_unmaped__quant,SRR8743190,SRX5535262,A0914167R17,BTX642_Root_TP15_Pre_flowering_drought_17,TP15R17,BTX642,Root,TP15,Pre_flowering_drought,17
SRR8743209_unmaped__quant,SRR8743209,SRX5535281,A0914167R15,BTX642_Root_TP15_Post_flowering_drought_15,TP15R15,BTX642,Root,TP15,Post_flowering_drought,15
SRR8743210_unmaped__quant,SRR8743210,SRX5535282,A0914167R21,BTX642_Root_TP15_Post_flowering_drought_21,#N/A,BTX642,Root,TP15,Post_flowering_drought,21
SRR8743211_unmaped__quant,SRR8743211,SRX5535283,A0914167R04,BTX642_Root_TP15_Post_flowering_drought_4,TP15R4,BTX642,Root,TP15,Post_flowering_drought,4
SRR8743251_unmaped__quant,SRR8743251,SRX5535323,A0914167R19,BTX642_Root_TP15_Control_19,TP15R19,BTX642,Root,TP15,Control,19
SRR8743252_unmaped__quant,SRR8743252,SRX5535324,A0914167R11,BTX642_Root_TP15_Control_11,TP15R11,BTX642,Root,TP15,Control,11
SRR8742893_quant,SRR8742893,SRX5534965,A0921168L05,RTX430_Leaf_TP16_Pre_flowering_drought_5,TP16L5,RTX430,Leaf,TP16,Pre_flowering_drought,5
SRR8742954_quant,SRR8742954,SRX5535026,A0921168L12,RTX430_Leaf_TP16_Control_12,TP16L12,RTX430,Leaf,TP16,Control,12
SRR8742993_quant,SRR8742993,SRX5535065,A0921168L06,BTX642_Leaf_TP16_Pre_flowering_drought_6,TP16L6,BTX642,Leaf,TP16,Pre_flowering_drought,6
SRR8743014_quant,SRR8743014,SRX5535086,A0921168L21,BTX642_Leaf_TP16_Post_flowering_drought_21,TP16L21,BTX642,Leaf,TP16,Post_flowering_drought,21
SRR8743092_unmaped__quant,SRR8743092,SRX5535164,A0921168R05,RTX430_Root_TP16_Pre_flowering_drought_5,TP16R5,RTX430,Root,TP16,Pre_flowering_drought,5
SRR8743113_unmaped__quant,SRR8743113,SRX5535185,A0921168R22,RTX430_Root_TP16_Post_flowering_drought_22,TP16R22,RTX430,Root,TP16,Post_flowering_drought,22
SRR8743154_unmaped__quant,SRR8743154,SRX5535226,A0921168R12,RTX430_Root_TP16_Control_12,TP16R12,RTX430,Root,TP16,Control,12
SRR8743191_unmaped__quant,SRR8743191,SRX5535263,A0921168R06,BTX642_Root_TP16_Pre_flowering_drought_6,TP16R6,BTX642,Root,TP16,Pre_flowering_drought,6
SRR8743212_unmaped__quant,SRR8743212,SRX5535284,A0921168R21,BTX642_Root_TP16_Post_flowering_drought_21,TP16R21,BTX642,Root,TP16,Post_flowering_drought,21
SRR8742894_quant,SRR8742894,SRX5534966,A0928169L13,RTX430_Leaf_TP17_Pre_flowering_drought_13,TP17L13,RTX430,Leaf,TP17,Pre_flowering_drought,13
SRR8742895_quant,SRR8742895,SRX5534967,A0928169L05,RTX430_Leaf_TP17_Pre_flowering_drought_5,TP17L5,RTX430,Leaf,TP17,Pre_flowering_drought,5
SRR8742896_quant,SRR8742896,SRX5534968,A0928169L18,RTX430_Leaf_TP17_Pre_flowering_drought_18,TP17L18,RTX430,Leaf,TP17,Pre_flowering_drought,18
SRR8742915_quant,SRR8742915,SRX5534987,A0928169L16,RTX430_Leaf_TP17_Post_flowering_drought_16,TP17L16,RTX430,Leaf,TP17,Post_flowering_drought,16
SRR8742916_quant,SRR8742916,SRX5534988,A0928169L22,RTX430_Leaf_TP17_Post_flowering_drought_22,TP17L22,RTX430,Leaf,TP17,Post_flowering_drought,22
SRR8742955_quant,SRR8742955,SRX5535027,A0928169L01,RTX430_Leaf_TP17_Control_1,TP17L1,RTX430,Leaf,TP17,Control,1
SRR8742956_quant,SRR8742956,SRX5535028,A0928169L20,RTX430_Leaf_TP17_Control_20,TP17L20,RTX430,Leaf,TP17,Control,20
SRR8742957_quant,SRR8742957,SRX5535029,A0928169L12,RTX430_Leaf_TP17_Control_12,TP17L12,RTX430,Leaf,TP17,Control,12
SRR8742994_quant,SRR8742994,SRX5535066,A0928169L06,BTX642_Leaf_TP17_Pre_flowering_drought_6,TP17L6,BTX642,Leaf,TP17,Pre_flowering_drought,6
SRR8742995_quant,SRR8742995,SRX5535067,A0928169L14,BTX642_Leaf_TP17_Pre_flowering_drought_14,TP17L14,BTX642,Leaf,TP17,Pre_flowering_drought,14
SRR8742996_quant,SRR8742996,SRX5535068,A0928169L17,BTX642_Leaf_TP17_Pre_flowering_drought_17,TP17L17,BTX642,Leaf,TP17,Pre_flowering_drought,17
SRR8743015_quant,SRR8743015,SRX5535087,A0928169L04,BTX642_Leaf_TP17_Post_flowering_drought_4,TP17L4,BTX642,Leaf,TP17,Post_flowering_drought,4
SRR8743016_quant,SRR8743016,SRX5535088,A0928169L15,BTX642_Leaf_TP17_Post_flowering_drought_15,TP17L15,BTX642,Leaf,TP17,Post_flowering_drought,15
SRR8743017_quant,SRR8743017,SRX5535089,A0928169L21,BTX642_Leaf_TP17_Post_flowering_drought_21,TP17L21,BTX642,Leaf,TP17,Post_flowering_drought,21
SRR8743055_quant,SRR8743055,SRX5535127,A0928169L02,BTX642_Leaf_TP17_Control_2,TP17L2,BTX642,Leaf,TP17,Control,2
SRR8743056_quant,SRR8743056,SRX5535128,A0928169L11,BTX642_Leaf_TP17_Control_11,TP17L11,BTX642,Leaf,TP17,Control,11
SRR8743057_quant,SRR8743057,SRX5535129,A0928169L19,BTX642_Leaf_TP17_Control_19,TP17L19,BTX642,Leaf,TP17,Control,19
SRR8743093_unmaped__quant,SRR8743093,SRX5535165,A0928169R18,RTX430_Root_TP17_Pre_flowering_drought_18,TP17R18,RTX430,Root,TP17,Pre_flowering_drought,18
SRR8743094_unmaped__quant,SRR8743094,SRX5535166,A0928169R13,RTX430_Root_TP17_Pre_flowering_drought_13,TP17R13,RTX430,Root,TP17,Pre_flowering_drought,13
SRR8743095_unmaped__quant,SRR8743095,SRX5535167,A0928169R05,RTX430_Root_TP17_Pre_flowering_drought_5,TP17R5,RTX430,Root,TP17,Pre_flowering_drought,5
SRR8743114_unmaped__quant,SRR8743114,SRX5535186,A0928169R22,RTX430_Root_TP17_Post_flowering_drought_22,TP17R22,RTX430,Root,TP17,Post_flowering_drought,22
SRR8743115_unmaped__quant,SRR8743115,SRX5535187,A0928169R03,RTX430_Root_TP17_Post_flowering_drought_3,TP17R3,RTX430,Root,TP17,Post_flowering_drought,3
SRR8743116_unmaped__quant,SRR8743116,SRX5535188,A0928169R16,RTX430_Root_TP17_Post_flowering_drought_16,TP17R16,RTX430,Root,TP17,Post_flowering_drought,16
SRR8743155_unmaped__quant,SRR8743155,SRX5535227,A0928169R20,RTX430_Root_TP17_Control_20,TP17R20,RTX430,Root,TP17,Control,20
SRR8743156_unmaped__quant,SRR8743156,SRX5535228,A0928169R01,RTX430_Root_TP17_Control_1,TP17R1,RTX430,Root,TP17,Control,1
SRR8743157_unmaped__quant,SRR8743157,SRX5535229,A0928169R12,RTX430_Root_TP17_Control_12,TP17R12,RTX430,Root,TP17,Control,12
SRR8743192_unmaped__quant,SRR8743192,SRX5535264,A0928169R06,BTX642_Root_TP17_Pre_flowering_drought_6,TP17R6,BTX642,Root,TP17,Pre_flowering_drought,6
SRR8743193_unmaped__quant,SRR8743193,SRX5535265,A0928169R14,BTX642_Root_TP17_Pre_flowering_drought_14,TP17R14,BTX642,Root,TP17,Pre_flowering_drought,14
SRR8743194_unmaped__quant,SRR8743194,SRX5535266,A0928169R17,BTX642_Root_TP17_Pre_flowering_drought_17,TP17R17,BTX642,Root,TP17,Pre_flowering_drought,17
SRR8743213_unmaped__quant,SRR8743213,SRX5535285,A0928169R04,BTX642_Root_TP17_Post_flowering_drought_4,TP17R4,BTX642,Root,TP17,Post_flowering_drought,4
SRR8743214_unmaped__quant,SRR8743214,SRX5535286,A0928169R15,BTX642_Root_TP17_Post_flowering_drought_15,TP17R15,BTX642,Root,TP17,Post_flowering_drought,15
SRR8743215_unmaped__quant,SRR8743215,SRX5535287,A0928169R21,BTX642_Root_TP17_Post_flowering_drought_21,TP17R21,BTX642,Root,TP17,Post_flowering_drought,21
SRR8743253_unmaped__quant,SRR8743253,SRX5535325,A0928169R11,BTX642_Root_TP17_Control_11,TP17R11,BTX642,Root,TP17,Control,11
SRR8743254_unmaped__quant,SRR8743254,SRX5535326,A0928169R19,BTX642_Root_TP17_Control_19,TP17R19,BTX642,Root,TP17,Control,19
SRR8743255_unmaped__quant,SRR8743255,SRX5535327,A0928169R02,BTX642_Root_TP17_Control_2,TP17R2,BTX642,Root,TP17,Control,2
SRR8742914_quant,SRR8742914,SRX5534986,A0928169L03,RTX430_Leaf_TP17_Post_flowering_drought_3,TP17L3,RTX430,Leaf,TP17,Post_flowering_drought,3
