,Fungi_percent,AA13,AA9,CBM1,CBM18,CBM20,CBM42,CBM48,CE10,GH1,GH105,GH12,GH13,GH15,GH16,GH17,GH18,GH19,GH20,GH26,GH28,GH29,GH3,GH31,GH32,GH37,GH38,GH43,GH47,GH5,GH51,GH54,GH6,GH66,GH7,GH74,GH76,GH88,GH9,GH95,GT15,GT2,GT20,GT22,GT24,GT34,GT5,GT59,GT77,PL4
TP16L6,87.12488298,94.56919,463.94449,463.94449,86.91283,118.76729,12.12282,0,14.69319,31.00446,15.07085,84.79794,111.94869,22.00282,0,424.31204,219.316478,86.91283,16.65798,1.39174,0,21.5178,533.289114,344.997281,146.15911,154.685891,44.00724,36.47771,2.48203,143.11056,215.335157,12.12282,118.82302,0,280.31974,0,171.98928,0,100.4656,24.8978,0,0,11.7973,0,46.00643,0,25.82948,5.918015,0,3.59124
TP17L6,87.60532342,73.53283,305.25035,305.25035,87.7419,108.06982,8.4403,1.97809,10.42726,39.39629,23.5655,30.15428,172.828211,20.03428,0,290.192525,207.085373,87.7419,30.689157,0.547559,4.38372,22.15217,354.154806,419.513695,152.90838,127.827972,29.547684,20.88244,1.46478,79.342252,102.891547,8.4403,35.40864,0,87.902947,0,138.768924,1.97602,68.282872,23.41026,0,5.9781,3.4811,0,29.463599,0,44.85627,15.984304,3.09516,4.949899
TP17L14,98.07654588,48.47457,1333.546359,1334.932969,49.64254,80.452857,8.36125,0,16.20631,61.61482,13.87341,50.83351,126.91461,31.83105,0,371.628638,244.152728,49.64254,43.02064,1.307163,7.99573,15.578914,426.683186,295.016123,120.5176,127.921205,9.879901,16.474444,6.08031,104.323392,82.00122,8.36125,68.643076,0,115.059518,1.38661,146.710367,1.93053,85.850215,21.04133,0,5.84046,6.23508,17.487243,34.411155,0,16.620374,9.95013,1.00797,1.613477
TP17L17,98.03271282,88.50346,664.886688,664.886688,67.61496,121.92406,7.32452,0,19.10396,55.87422,20.59364,78.46754,160.915356,23.52399,1.35115,333.091041,239.700234,67.61496,24.053788,0,4.18586,30.96432,467.972497,344.87315,151.779516,150.068824,10.550267,31.78104,0.507772,117.385785,93.000828,7.32452,124.367727,7.77535,217.213761,0,148.06052,4.10998,93.20898,19.00674,0,3.1085,5.43033,2.562222,33.709706,0,35.67492,2.644205,0.536475,15.127714
TP9L4,46.91141261,79.3866,3918.98542,3918.98542,139.26878,166.53204,0,0,0,0,0,0,162.33943,0,0,146.87254,253.63751,139.26878,5.97028,0,0,0,27.46272,174.720347,82.1169,41.50235,9.89485,9.86275,0,67.39114,52.37222,0,30.5931,0,0,0,5.71615,0,60.54316,4.74659,0,0,0,0,15.65792,0,36.041553,3.12202,0,0
TP9L21,47.34874027,134.565,2492.2687,2492.2687,193.53605,251.87312,0,0,2.85578,0,0,0,203.358851,0,0,96.95684,267.80342,193.53605,7.486192,0,0,0,49.55921,148.912287,56.18116,15.28853,4.61379,11.37918,0,82.20965,50.52781,0,76.8152,0,0,0,15.35516,0,79.87203,20.8566,0,0,0,0,14.4848,0,6.405131,6.11843,2.77936,0
TP9L15,76.77070713,166.307,9.48107,9.48107,213.26562,276.7121,0,0,2.86262,10.74043,0,5.09755,221.296658,0,0,155.84661,298.72574,213.26562,10.83579,0,3.43583,0,44.382943,166.04119,125.1918,21.36716,5.49038,0,0,74.67333,38.787251,0,61.98095,0,0,0,20.67921,0,74.67333,6.75096,0,0,0,0,0,0,16.59931,9.53089,3.14873,0
TP10L4,77.11520535,109.55574,27.06817,27.06817,55.20249,173.34174,0,0,7.84942,0,0,4.25081,156.778309,0,0,182.50042,147.67884,55.20249,10.312546,1.53768,0,0.979145,109.276745,236.242747,77.31663,27.650677,0,23.24189,0,70.278,66.814496,0,8.49724,0,0,0,21.20541,0,64.18589,15.5299,0,0,0,0,9.765385,0,7.67566,6.72964,4.34599,7.20789
TP10L21,77.77297536,159.31893,9.50281,9.50281,231.28944,294.30251,0,0,8.95258,2.26386,11.4711,0,252.56365,2.72143,0,200.94344,331.74097,231.28944,9.30584,0,0,3.03185,83.07176,347.82449,155.79797,67.2098,12.54916,25.94167,0,105.32904,57.72494,0,50.30204,0,19.72429,0,122.09061,0,94.01074,14.4261,0,0,0,0,12.78731,0,31.634998,2.08764,2.24284,0
TP10L15,75.99687081,109.7914,33.656839,33.656839,209.13486,169.94878,0,0,10.13875,10.1436,14.78945,2.82515,165.03264,14.67773,0,183.43986,523.11416,209.13486,15.23614,0,0,0,216.346264,301.9537,107.08052,47.66683,5.19975,15.8732,0,48.10971,72.547107,0,10.7178,0,35.38098,0,24.61407,0,45.17425,56.32099,0,0,0,2.75215,13.71725,0,26.85799,2.49389,1.74508,0
TP11L4,72.40543547,128.08128,140.49032,140.49032,80.307352,190.434935,4.19186,0,13.1041,6.177493,14.56056,11.8324,220.673645,15.77948,0,263.26554,329.277646,80.307352,15.127206,1.23302,0,6.973483,253.69858,541.815524,131.20775,40.169158,23.8596,28.985588,0,83.639258,129.359542,4.19186,15.15471,0,12.821594,0,89.55267,0,73.486758,17.2536,0,0,0,2.8267,22.301526,0,35.294858,10.97518,2.41419,4.25049
TP11L21,77.98000189,127.24255,1487.21107,1487.21107,75.70455,176.362248,5.17241,0,20.70416,6.95056,11.36464,9.4992,183.240808,5.85835,0,268.52022,216.035665,75.70455,12.563407,0.92054,0,3.706389,200.200376,393.329421,123.533814,55.02789,6.9164,23.79153,3.774684,72.152522,88.655052,5.17241,27.46379,0,2.346047,0,57.369595,0,58.192432,13.213,0,0,0,9.84511,10.395936,0,20.97607,10.77034,1.7345,4.5807
TP11L15,82.6847579,139.86196,2298.413109,2298.413109,82.64098,212.512042,1.94558,0,9.77464,5.771946,18.0427,2.69824,238.914372,3.40702,0,223.75014,577.250416,82.64098,14.66455,0,0,2.028806,218.775044,417.361042,108.273761,47.357865,7.32252,34.35054,0,50.8034,66.68833,1.94558,18.92338,0,16.29573,0,46.66191,0,40.88887,6.49285,0,0,0,6.72976,14.801885,0,21.819703,1.11109,0,0
TP12L21,92.83971105,126.44434,187.896042,187.896042,91.73374,179.90047,2.20655,0,31.81912,22.444768,13.21,18.62186,251.942681,25.44424,0,344.38974,192.528264,91.73374,21.02919,0,0,5.441562,349.198123,417.61868,170.340991,100.774371,20.31684,31.25291,0.636415,76.070359,103.08719,2.20655,22.16023,0,33.93671,0,79.103317,0,55.59135,16.12612,0,0,0,4.23622,22.689239,0,13.922204,22.15175,0.67239,16.11278
TP13L4,94.99250948,83.91355,274.34858,274.34858,44.346837,117.635883,7.12412,0,39.64918,19.078308,26.5302,15.12954,199.588196,6.02558,0,336.3986,148.781974,44.346837,20.22162,0.770136,9.03731,8.89695,485.190679,502.42065,99.93022,60.03577,12.37843,31.246208,8.25789,106.978912,163.979526,7.12412,17.130487,0,44.735532,0,101.48252,0,74.873832,15.948801,0,0,0,18.21407,26.195495,0,28.35587,25.064982,2.17665,5.26854
TP13L15,91.77650107,91.43856,2094.44218,2094.44218,39.670569,127.72139,1.4604,0,27.81565,70.25104,52.903193,26.45268,143.375848,8.98165,0,252.922322,171.129282,39.670569,46.54971,0.682368,16.74903,25.90596,793.93941,257.12464,110.49902,59.967607,6.107086,28.35751,6.708305,159.117732,278.179365,1.4604,39.79091,0,111.23033,0,112.297792,0,140.584152,7.11084,0,0,1.44605,1.01385,17.653213,0,29.14465,2.962286,0,9.96149
TP13L21,95.45690201,90.716396,1373.313934,1373.313934,29.982839,127.646896,1.495981,0,25.95183,21.33843,24.19278,23.80284,167.228569,10.820254,0,236.37444,142.216258,29.982839,35.838505,0.975096,3.833914,7.16989,396.7908,284.822443,96.48167,65.488208,20.18872,20.430025,2.735044,69.893785,135.600426,1.495981,26.286122,0,31.795898,0,126.158275,0,61.965745,12.7059,0,5.2828,3.58893,8.043338,24.008232,0,25.161108,6.059102,1.36758,6.39258
TP14L21,96.96119294,87.70837,1582.738746,1582.738746,27.026383,136.133418,10.64759,0,27.43906,37.98614,32.46938,33.37406,223.030012,16.091161,0,286.381135,122.941569,27.026383,35.357869,0,5.676635,19.13425,589.085573,375.3931,135.84258,79.626461,32.28053,30.081709,0.864698,102.269746,176.363378,10.64759,69.7472,2.20681,88.485178,0,125.840799,0,82.901964,19.964962,0,0,0.513747,4.806146,23.092823,0,33.432507,7.443251,0,6.854754
TP15L4,92.92358348,75.37527,1040.885541,1040.885541,15.933772,106.78956,10.97652,0,21.071072,78.62857,67.415635,77.60135,158.943343,46.33057,0,378.087055,115.687917,15.933772,41.697693,2.35318,9.629028,18.4066,874.26523,354.440646,125.42411,82.27463,24.11746,34.96145,5.18323,159.861503,458.634803,10.97652,124.635187,0,222.646755,0,143.677254,0,148.11114,15.197306,0,0,0.997357,4.343731,23.004934,0,40.73271,21.057781,2.21695,11.49685
TP15L15,95.01303009,27.47018,3069.65761,3069.65761,6.243735,45.37607,9.33926,0,18.64235,203.46786,141.74278,163.66282,126.521876,20.99892,0,259.355462,138.956389,6.243735,61.516486,3.76703,13.68798,54.78382,1843.58303,287.94771,112.13331,81.996194,35.74345,46.87951,7.37147,256.176428,796.486144,9.33926,220.433321,0,545.504314,0,164.049775,0,244.1536,16.41459,0,0,2.42225,6.264193,19.358822,0,35.506484,14.31887,0,25.12319
TP15L21,91.38099714,64.35125,1980.367866,1980.367866,15.79137,84.164502,10.5434,0,27.553484,82.35589,64.343507,68.671193,144.023851,19.053232,0,345.47395,126.311312,15.79137,39.675263,3.06086,8.780497,20.822392,910.448053,317.117646,124.81405,116.875666,28.531188,27.573918,1.90333,129.088767,343.435707,10.5434,144.98151,0,247.141135,0,142.194604,0,113.358857,10.77429,0,0,1.23363,4.667702,24.75365,0,51.29802,18.69,1.09686,17.231292
TP16L21,91.20284597,67.92503,2566.784418,2566.784418,14.838261,91.10748,10.16866,0,23.80942,96.36945,70.74481,116.325418,143.97821,11.094724,0,406.7553,121.601824,14.838261,34.071871,2.06364,2.98625,13.35458,1160.80097,342.480106,102.20313,67.316351,22.500013,51.37199,4.14095,170.381038,494.327765,10.16866,141.203918,0,323.816889,0,186.374843,2.31155,139.604631,14.72854,0,0,2.37544,11.394274,18.771038,0,33.387513,10.538472,0.301726,16.827769
TP17L4,92.36975565,95.267986,2766.609563,2766.609563,10.056523,110.420655,4.668192,0,24.31263,146.87672,61.893534,107.60968,117.990806,30.19305,0,440.04603,124.777098,10.056523,47.56841,3.21857,9.40425,14.224272,1012.812763,433.610326,130.881444,120.192899,35.428689,51.364932,9.22389,134.418364,601.347652,4.668192,393.34614,0,586.864549,0,212.031593,0,118.479764,6.840942,0,0,1.55016,3.170643,16.575462,0,41.026056,20.316639,0.275658,8.56302
TP17L15,95.461513,74.46982,6391.05108,6391.05108,9.788056,78.76818,8.385981,0,23.15787,294.356863,92.09239,271.722285,147.334196,25.743374,0,363.553505,133.427967,9.788056,47.802999,5.82126,11.28123,22.87543,1419.639084,345.848603,115.340993,111.190976,27.307251,53.991855,9.963744,193.046067,901.379363,8.385981,730.52705,0,1184.035683,0,176.231131,0,172.096424,6.114779,0,0,1.49612,2.657476,12.098575,0,32.387655,16.686097,0,19.629387
TP17L21,93.92259491,67.04265,2364.10166,2364.10166,41.117278,96.705966,5.75088,0,17.62353,90.26484,40.94819,69.085054,138.655366,18.23585,0,343.186584,153.646999,41.117278,25.546703,3.81542,17.86136,18.351051,755.833339,274.84109,76.631547,70.984211,29.943516,32.57158,3.40222,135.651105,261.870145,5.75088,178.64645,0,253.560959,0,154.336553,0,127.231685,11.675357,0,0,3.46521,18.49037,17.224647,0,22.653832,8.598847,1.54052,11.52629
TP2L11,5.538361297,19.3537,0,0,16.86527,117.5869,0,0,0,25.5592,0,0,166.2598,0,0,0,62.93731,16.86527,5.418,0,0,0,47.6087,25.53542,0,27.5142,0,0,0,204.7284,71.22135,0,30.3817,0,0,0,0,0,204.7284,4.71379,0,0,0,0,1.49353,0,0,12.0997,2.19856,0
TP2L19,24.30378456,40.0834,1556.56,1556.56,28.70613,109.08553,0,0,0,0,0,0,108.78273,0,0,0,44.30513,28.70613,12.3433,0,0,0,14.64845,25.6023,0,18.2921,0,0,0,152.6812,108.37745,0,16.7796,0,0,0,0,0,152.6812,7.81015,0,0,0,0,3.7119,0,0,8.63099,0,0
TP2L2,3.939040128,71.9019,1959.02,1959.02,27.54831,156.0361,0,0,0,0,0,0,150.2071,0,0,0,46.73931,27.54831,10.83548,0,0,0,33.48313,54.424,0,11.5132,0,0,0,204.8594,76.21848,0,20.9023,0,0,0,0,0,204.8594,7.78329,0,0,0,0,1.23304,0,0,4.28712,0,0
TP3L11,8.151894242,166.934,0,0,55.55984,269.4651,0,0,0,0,0,0,269.3541,0,0,0,64.14029,55.55984,13.1435,0,0,0,10.11827,44.4271,0,8.77077,0,0,0,10.16215,94.27917,0,9.09911,0,0,0,0,0,10.16215,5.08229,0,0,0,0,0.391204,0,0,5.21825,4.74088,0
TP3L19,10.52430366,162.682,0,0,47.40564,274.2259,0,0,0,61.384,0,0,359.8099,0,0,4.88775,78.67401,47.40564,6.50604,0,0,0,0,56.353,0,11.1639,0,0,0,21.85036,44.66284,0,10.1341,0,0,0,0,0,21.85036,16.9812,0,0,0,0,0,0,0,0,0,0
TP3L2,15.36938248,65.13,0,0,29.823781,140.54676,0,0,0,0,0,0,123.10966,0,0,0,33.605976,29.823781,9.11644,0,0,0,4.041222,40.6758,0,11.7324,0,0,0,17.7078,33.22598,0,4.26007,0,0,0,0,0,10.76772,7.93152,0,0,0,0,4.11235,0,0,7.39518,0.924839,0
TP4L19,8.012766266,163.594,1582.19,1582.19,59.22114,260.25481,0,0,0,0,0,0,159.18531,0,0,2.03783,103.04884,59.22114,6.24513,0,0,0,18.13819,67.2254,0,5.35812,0,0,0,55.602,57.57356,0,16.8614,0,0,0,0,0,55.602,21.7337,0,0,0,0,5.21694,0,0,4.64897,0,0
TP4L2,9.136325487,79.3711,0,0,41.82048,173.7576,0,0,0,0,0,0,195.9765,0,0,5.05564,97.8128,41.82048,9.5227,0,0,0,7.75608,166.78681,0,10.8936,0,0,0,91.3094,121.53791,0,17.7997,0,0,0,0,0,91.3094,5.52331,0,0,0,0,18.0836,0,0,11.3421,2.57614,0
TP5L11,9.290540541,27.4596,0,0,106.60015,168.34899,0,0,0,0,0,0,303.64539,0,0,0,123.83672,106.60015,7.6872,0,0,0,32.67226,80.51703,0,28.06039,0,0,0,147.9148,98.98706,0,22.3514,0,0,0,0,0,147.9148,13.3761,0,0,0,0,0.000167,0,0,2.92807,0,0
TP5L2,4.670674955,59.9645,0,0,27.07687,216.15307,0,0,0,0,0,0,229.54477,0,0,0,39.0156,27.07687,7.34424,0,0,0,26.42778,76.77888,0,21.2357,0,0,0,46.42274,85.69807,0,9.15181,0,0,0,0,0,46.42274,18.2562,0,0,0,0,2.17366,0,0,9.5501,6.81191,0
TP5L19,9.254487582,119.532,0,0,153.46662,232.7219,0,0,0,0,0,0,200.1478,0,0,0,182.74826,153.46662,11.1542,0,0,0,6.35782,89.1817,1.47886,28.7097,0,0,0,51.18481,68.364536,0,27.7989,0,0,0,0,0,51.18481,3.2348,0,0,0,0,2.48493,0,0,16.6066,0,0
TP6L11,8.693927736,31.4029,1936.32,1936.32,119.60406,111.70177,0,0,0,10.368,0,0,174.44517,0,0,2.20669,137.19088,119.60406,8.79113,0,0,0,1.25999,82.924,0,5.65688,0,0,0,42.53128,48.1274,0,17.8016,0,0,0,0,0,42.53128,11.4727,0,0,0,0,3.48834,0,0,0,1.78367,0
TP6L19,5.452347794,111.122,0,0,117.36111,192.58453,0,0,0,0,0,0,173.36473,0,0,0,158.66768,117.36111,5.65604,0,0,0,17.7864,78.80747,0,13.3449,0,0,0,63.65541,61.2701,0,44.0507,0,0,0,0,0,63.65541,19.6836,0,0,0,0,0,0,0,7.57879,2.29516,0
TP6L2,4.884437596,140.207,1491.2,1491.2,135.77334,266.1457,0,0,0,0,0,0,235.0747,0,0,2.70366,150.24703,135.77334,3.46327,0,0,0,6.52272,98.87174,0,19.8092,0,0,0,91.45311,50.20856,0,70.4891,0,0,0,0,0,91.45311,4.01751,0,0,0,0,17.8209,0,0,8.4198,0,0
TP7L11,14.6478376,43.4027,0,0,143.44368,161.11228,0,0,0,0,0,0,214.42838,0,0,8.03871,183.98068,143.44368,8.10027,0,0,0,34.53746,102.8315,29.85023,16.58993,0,0,0,35.71581,61.43737,0,32.8053,0,0,0,0,0,35.71581,21.1423,0,0,0,0,5.949,0,0,18.0899,3.287,0
TP8L19,24.4951788,162.667,3008.87,3008.87,185.22317,233.5596,0,0,0,39.0589,5.72791,0,154.06835,0,0,37.33043,377.21297,185.22317,3.10487,0,0,0,14.69297,59.1354,42.1209,86.0231,2.78865,0,0,65.32507,52.56183,0,56.7459,0,0,0,5.88665,0,65.32507,7.20348,0,0,0,0,13.97658,0,0,6.47166,1.67989,0
TP8L11,21.94583036,238.033,3433.95464,3433.95464,280.93917,360.9496,0,0,0,0,0,0,211.5045,0,0,42.15155,421.61199,280.93917,1.11061,0,0,0,6.27184,73.10458,23.82152,29.547622,0,0,0,96.94358,37.34295,0,83.037,0,0,0,0,0,92.88366,7.73002,0,0,0,0,16.7363,0,2.5807,5.9526,0,0
TP8L2,38.84139033,185.466,0,0,305.96404,294.875,0,0,15.0221,0,0,0,250.014,0,0,37.02644,362.74945,305.96404,7.57173,0,0,0,46.71389,94.84998,27.32684,11.22653,0,0,0,40.70421,70.73191,0,33.46557,0,0,0,0,0,40.70421,7.52866,0,0,0,0,0,0,0,15.4601,3.51146,0
TP9L19,72.02831367,150.92855,16.97237,16.97237,270.48134,300.85015,0,0,0,0,5.42959,3.13486,224.78921,0,0,158.12432,387.79952,270.48134,4.7719,0,8.00344,0,56.09068,214.019255,78.9354,31.43209,0,0,0,116.72963,41.964154,0,75.8162,0,0,0,11.71598,0,116.72963,4.15167,0,0,0,0,22.75407,0,8.75937,6.39409,3.87277,0
TP9L11,87.49127878,99.9129,8.67334,8.67334,150.36146,213.8317,0,0,0,0,21.50744,0,203.65272,3.3506,0,218.87573,269.72736,150.36146,6.69021,0,0,0.933197,56.718463,222.794835,150.4694,31.610631,8.76727,22.30869,0,68.19574,67.878104,0,49.8186,0,0,0,17.97059,0,59.28001,14.8011,0,0,0,13.22912,7.536933,0,12.6799,9.71758,2.76137,0
TP9L2,52.06658567,26.9606,0.428732,0.428732,14.664645,27.303166,0,0,0,1.78026,0,0,19.532509,0,0,10.584378,15.974012,14.664645,0,0,0,0,2.165997,5.21672,6.904173,4.169211,0,0,0,0.235128,3.383948,0,0.235128,0,0,0,1.05015,0,0.235128,0.656652,0,0,0,0,0,0,2.737089,0.842773,0.30627,0
TP10L19,71.94745601,118.77431,2403.27831,2403.27831,184.06497,172.867487,0,0,6.25295,22.2495,6.24519,0,157.284796,5.22775,0,205.65427,278.653959,184.06497,8.5431,0,0,0,82.758977,225.92399,85.49679,62.063216,0,21.36725,0,65.66507,51.297015,0,28.05424,0,6.00986,0,15.01235,0,48.4594,19.1492,0,0,0,4.00376,14.49455,0,16.318285,3.01017,3.82774,6.34836
TP10L11,86.01161216,162.09351,59.996328,59.996328,95.89337,260.36646,2.87507,0,0,2.11715,18.0963,0,270.03463,0,0,235.33079,174.37879,95.89337,20.90379,0,7.78977,0,114.864784,396.03698,120.08994,121.71948,3.87934,33.21787,1.00468,39.518189,92.279483,2.87507,21.07863,0,10.33347,0,47.88663,0,21.662889,18.2065,0,0,0,0,20.67562,0,23.104271,8.81427,4.24587,0
TP10L2,67.80114203,159.64723,36.54141,36.54141,211.7649,244.18269,0,0,0,1.87169,3.19965,0,228.09336,0,0,157.86486,303.46764,211.7649,7.79777,0,0,0,98.085012,237.61352,74.17015,52.094425,0,1.9956,0,34.936166,69.638183,0,10.73601,0,8.51004,0,28.96447,0,27.043606,20.1196,0,0,0,5.91976,23.9067,0,28.74368,2.08398,3.7536,9.3381
TP11L19,79.89964204,123.6089,1581.279729,1581.279729,122.712233,180.103,4.06727,0,18.24794,13.675841,10.08424,0,248.89553,4.98849,0,272.56243,210.749428,122.712233,20.92418,0.931244,0,8.53332,194.793238,318.705784,243.051405,84.49561,17.36121,19.07326,1.24559,63.004727,81.8686,4.06727,19.5327,0,5.662047,0,60.79654,0,39.769817,15.0482,0,0,0,9.63803,10.40758,0,12.837065,10.381044,2.632,14.29709
TP11L11,86.50096368,90.08501,2238.37797,2238.37797,143.82952,158.56163,1.61628,0,18.44109,1.1902,1.77227,2.88286,226.0668,6.63102,0,265.87077,241.578993,143.82952,2.752775,0,0,3.205264,120.624653,287.07853,172.14159,61.5215,4.89956,6.52047,0,64.65232,73.436097,1.61628,37.66329,0,14.07565,0,82.79505,0,54.61462,18.04716,0,0,0,0,7.528423,0,22.243143,3.94086,2.3869,9.33849
TP11L2,99.78523624,106.70443,1628.31476,1628.31476,255.1191,184.39103,9.56395,0,15.22901,0,3.72065,11.45747,188.74165,9.5523,0,190.6038,380.50587,255.1191,11.957052,0,0,5.263287,178.381435,258.540702,108.70392,68.30419,3.80541,3.29366,0,68.93837,59.204725,9.56395,38.04322,0,3.51779,0,31.53433,0,60.97419,7.01869,0,0,1.22727,0,14.290321,0,22.788009,12.75246,2.1824,5.76359
TP12L11,98.17866162,93.14304,2392.18169,2392.18169,44.087462,136.768365,15.240457,0,14.36389,14.509874,20.48644,17.33827,204.743145,7.840099,0,296.92657,151.009442,44.087462,20.82777,0,0,7.489161,303.260042,365.80227,171.32805,97.63136,11.162489,31.019331,2.140047,45.239004,114.489409,15.240457,23.900823,0,27.388004,0,104.821524,0,27.859684,12.48683,0,0,4.10905,6.94045,15.56367,0,41.308741,8.910414,3.65349,2.38231
TP12L19,97.78843331,65.947988,4541.823625,4541.823625,55.844195,94.179222,18.83698,0,16.90347,16.029241,10.99946,34.17042,168.686994,10.207227,0,284.992609,139.87093,55.844195,14.463518,0.734393,1.04601,32.196276,387.236384,417.06714,174.496114,113.06071,10.952948,21.49474,3.04549,70.561984,124.781558,18.83698,21.860083,0,61.481806,0,98.549462,0,56.844618,12.26025,0,0,0.539066,6.945115,26.820564,0,39.037913,13.549734,1.9172,5.736845
TP13L19,97.04204252,61.97513,1758.538475,1758.538475,42.56729,106.970535,7.12536,0,21.41234,34.853681,23.00002,73.74206,202.439845,13.92951,0,287.181477,168.702399,42.56729,31.778356,3.39812,0,29.33933,567.797382,399.10004,167.90539,136.270388,15.692587,15.33139,1.43595,92.319523,122.755943,7.12536,112.252531,2.44313,255.070995,0,90.16035,0,66.397803,23.30274,0,0,2.27506,7.419353,27.642677,0,23.811392,6.56979,0,19.04554
TP13L2,96.53661856,66.05007,813.810507,813.810507,50.04763,99.734641,24.675,0,28.38833,53.3717,53.53125,94.351352,212.121941,19.50791,0,366.03018,186.173516,50.04763,49.262205,1.358037,8.2461,29.00634,697.877223,461.81284,153.53316,129.95893,18.657693,21.73025,1.73454,128.832085,266.826039,24.675,115.948623,0,172.351431,0,120.592431,0,95.758835,13.9714,0,0,1.17777,14.14643,17.423832,0,33.732197,8.951933,2.09439,12.511013
TP13L11,97.92907567,61.629985,1610.669042,1610.669042,34.47448,106.657283,3.723241,0,44.65992,32.80838,6.93866,46.63694,267.151542,9.538909,0,296.458966,148.558879,34.47448,42.177671,0,0,16.24561,354.198792,459.717974,140.916617,135.520839,16.325022,11.08251,0.722292,81.939288,89.972329,3.723241,94.40223,0,111.756264,0,99.511024,1.94878,59.975848,11.5491,0,0,3.4331,3.57406,16.047824,0,42.748619,8.085637,0.508747,14.22779
TP14L11,98.36787428,65.266753,1423.308021,1423.308021,31.980882,101.806653,10.79896,0,22.35372,58.25843,37.77107,118.60538,166.787968,17.56393,0,395.942758,183.300637,31.980882,44.957456,0.923432,14.12342,20.405354,737.766436,352.265402,165.39423,111.381489,20.5067,16.65782,0.842462,142.334182,214.538749,10.79896,213.96093,1.72005,432.039064,0,119.669607,1.3638,89.568452,16.542399,0,0,2.40257,12.01107,19.648791,0,29.338724,4.599721,0,21.2387
TP15L19,96.76078482,47.50677,967.966858,967.966858,25.109861,80.504445,4.72288,0,17.726316,63.4941,15.604535,45.26509,161.715273,31.59368,0,303.10289,195.280816,25.109861,39.281283,2.65187,1.75405,16.08101,442.544859,256.116853,168.91454,101.6514,10.953139,10.686905,2.18871,112.323808,100.249088,4.72288,105.982889,0,228.769898,0,109.484407,4.87684,71.839278,36.39625,0,0,0.954598,5.087448,23.76929,0,23.2522,7.43516,1.27314,6.63079
TP15L2,93.83733563,54.23281,689.387655,689.387655,0.126564,54.402832,31.817502,0,16.078556,41.590321,47.47232,35.05021,268.921338,36.635901,0,399.280342,93.83174,0.126564,34.883688,6.51235,6.490863,19.942029,532.25692,203.121093,103.815469,50.012164,19.207692,24.090189,8.99541,151.016022,123.465898,31.817502,75.462416,0.333464,201.525953,0,195.439741,1.322,136.716146,7.962976,0,0,2.48419,12.108761,21.958468,0,86.38514,13.986791,0.069024,15.22464
TP15L11,97.22995697,59.657436,1324.257861,1324.257861,11.731194,64.443176,16.584173,0,21.26408,42.894393,25.447233,101.878388,105.410595,25.210756,0,384.516984,146.951517,11.731194,37.035977,3.175648,2.19708,9.532201,323.559983,209.381887,144.175074,78.853748,12.166421,11.639766,3.79399,114.54451,98.442822,16.584173,153.780687,2.43186,347.225733,0,99.388058,4.82048,78.95426,13.178815,0,0,3.67991,3.700037,15.053981,0,26.184891,4.817279,0,17.424507
TP17L2,96.88651204,89.56452,1242.814217,1242.814217,25.041682,110.155344,11.925256,0,28.35826,100.635043,29.370014,126.20164,181.164999,25.76537,0,341.54664,194.696787,25.041682,62.470513,3.790402,2.353794,29.54679,791.909556,440.305721,169.320719,139.071656,24.5388,28.1261,6.611875,149.717491,269.845122,11.925256,198.52094,1.47944,477.32587,0,161.044427,0,118.183878,12.720829,0,1.77439,2.4109,1.929318,21.171258,0,36.918245,30.481461,0,23.74917
TP17L11,97.82235376,98.2934,2191.935611,2191.935611,28.889409,120.17125,29.3927,0,27.94575,105.57758,34.192302,239.213181,201.610212,24.861082,0,353.969959,217.370533,28.889409,75.500479,5.43738,4.52181,35.09913,990.114948,356.75142,120.370234,161.577022,31.750471,33.970886,6.23601,205.267043,298.002416,29.3927,446.355844,7.81859,835.30431,0,183.390086,3.09963,151.744757,23.03176,0,0,2.12354,13.147652,24.044124,0,33.146466,13.634344,0,45.60556
TP17L19,96.61684579,87.60635,1237.543622,1237.543622,43.753216,120.00041,19.413266,0,27.70766,78.90397,32.72668,112.71148,162.992325,19.874949,0,339.4858,245.117675,43.753216,77.4894,2.248448,0.795235,23.74798,821.649598,351.150038,192.07275,143.485336,30.124263,22.259371,2.05129,183.473196,239.967981,19.413266,175.72494,6.28215,436.34234,0,159.722613,3.32069,131.533356,37.86063,0,0,3.41248,3.566278,29.734316,0,27.159511,12.953541,1.7338,27.37707
